name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points
Ahmed El Mohamady 22,Aston Villa,39,DEF,1,1,2,1,0,28,0,0,0,0,7
Gabriel Teodoro Martinelli Silva 504,Arsenal,39,FWD,3,1,2,1,0,9,0,0,0,0,5
Andre Gray 364,Watford,39,FWD,2,1,0,1,0,17,0,0,0,0,2
Danny Welbeck 512,Watford,39,FWD,2,1,1,0,0,15,0,0,0,0,3
AndrÃ© Filipe Tavares Gomes 422,Everton,39,MID,0,1,5,6,0,20,0,0,0,0,3
Jack Stacey 446,Bournemouth,39,DEF,0,2,1,2,0,27,0,0,0,0,4
Yves Bissouma 53,Brighton,39,MID,1,0,4,4,0,18,0,0,0,0,0
Matej Vydra 92,Burnley,39,FWD,2,1,5,0,0,7,0,0,0,0,3
Joel Matip 185,Liverpool,39,DEF,1,0,3,0,0,5,0,0,0,0,4
Ben Godfrey 273,Norwich,38,DEF,0,0,3,3,1,62,1,0,0,0,0
Juan Mata 242,Man Utd,38,MID,0,2,4,1,0,8,0,0,0,0,2
Eric Garcia 544,Man City,38,DEF,0,0,5,1,0,7,0,0,0,0,0
Solomon March 55,Brighton,38,MID,0,1,4,2,0,15,0,0,0,0,3
Marc Albrighton 174,Leicester,38,MID,0,3,3,2,0,11,0,0,0,0,1
Emil Krafth 519,Newcastle,37,DEF,0,1,3,0,0,23,0,0,0,0,2
Christian Atsu 267,Newcastle,37,MID,0,3,3,2,0,15,0,0,0,0,0
Glenn Murray 44,Brighton,36,FWD,1,1,2,0,0,10,0,0,0,0,0
Nathaniel Chalobah 374,Watford,36,MID,0,1,2,1,0,14,0,0,0,0,2
Eric Dier 350,Spurs,36,MID,0,2,3,5,0,23,0,0,0,0,0
Daryl Janmaat 359,Watford,36,DEF,0,1,4,1,0,5,1,0,0,0,7
James Justin 433,Leicester,35,DEF,0,1,4,1,0,14,1,0,0,0,0
Christoph Zimmermann 275,Norwich,35,DEF,0,1,3,3,0,27,0,0,0,0,1
Hamza Choudhury 180,Leicester,35,MID,1,1,3,2,1,12,0,0,0,0,0
Kortney Hause 25,Aston Villa,34,DEF,1,0,2,3,0,34,0,0,0,0,0
John Stones 207,Man City,34,DEF,0,0,3,0,0,16,0,0,0,0,0
Andreas Christensen 108,Chelsea,34,DEF,0,0,3,5,0,33,0,0,0,0,0
Sofiane Boufal 508,Southampton,34,MID,0,3,1,2,0,17,0,0,0,0,0
Andy Carroll 520,Newcastle,34,FWD,0,4,2,1,0,10,0,0,0,0,0
Callum Robinson 453,Sheffield Utd,33,MID,1,2,2,1,0,6,0,0,0,0,1
Emiliano MartÃ­nez 427,Arsenal,33,GK,0,0,3,2,0,9,0,0,0,34,1
Tom Cleverley 371,Watford,33,MID,1,0,1,2,0,26,0,0,0,0,2
Steven Alzate 537,Brighton,33,MID,0,0,3,1,0,18,0,0,0,0,0
Marco Stiepermann 285,Norwich,32,MID,0,0,1,6,0,32,0,0,0,0,0
Sam Byram 454,Norwich,32,DEF,0,0,3,4,0,23,0,0,0,0,2
Jesse Lingard 241,Man Utd,32,MID,1,0,1,3,0,14,0,0,0,0,0
Kyle Walker-Peters 337,Southampton,32,DEF,0,1,2,1,0,12,0,0,0,0,2
Pedro RodrÃ­guez Ledesma 114,Chelsea,32,MID,1,2,2,1,0,12,0,0,0,0,1
Ryan Bennett 404,Leicester,32,DEF,0,0,3,2,0,17,0,0,0,0,2
Robbie Brady 98,Burnley,32,MID,1,2,1,1,0,10,0,0,0,0,0
RÃºben GonÃ§alo Silva Nascimento Vinagre 406,Wolves,32,DEF,0,0,3,1,0,6,0,0,0,0,1
Johann Berg Gudmundsson 96,Burnley,30,MID,1,1,3,0,0,7,0,0,0,0,1
Reiss Nelson 489,Arsenal,30,MID,1,1,2,1,0,7,0,0,0,0,0
Mario Vrancic 282,Norwich,29,MID,1,0,0,3,0,19,0,0,0,0,1
Mbwana Samatta 613,Aston Villa,29,FWD,1,0,4,1,0,18,0,0,0,0,2
Angus Gunn 319,Southampton,29,GK,0,0,2,0,0,25,0,0,0,30,3
Michy Batshuayi 461,Chelsea,28,FWD,1,2,0,0,0,8,0,0,0,0,1
Tom Trybull 290,Norwich,28,MID,0,0,2,2,0,25,0,0,0,0,0
Alireza Jahanbakhsh 50,Brighton,28,MID,2,1,1,0,0,4,0,0,0,0,2
Matthew Longstaff 540,Newcastle,27,MID,2,0,1,1,0,11,0,0,0,0,2
Adam Lallana 195,Liverpool,27,MID,1,1,1,1,0,5,0,0,0,0,1
Chris Mepham 61,Bournemouth,27,DEF,1,0,1,1,0,19,0,0,0,0,2
AdriÃ¡n San Miguel del Castillo 526,Liverpool,27,GK,0,0,2,1,0,10,0,0,0,18,0
Adrian Mariappa 356,Watford,26,DEF,0,0,3,4,1,33,1,0,0,0,1
DeAndre Yedlin 253,Newcastle,26,DEF,1,0,1,3,0,18,0,0,0,0,0
Josip Drmic 434,Norwich,26,FWD,1,0,0,0,1,13,0,0,0,0,0
Tariq Lamptey 586,Brighton,26,DEF,0,1,3,2,0,8,0,0,0,0,0
Arthur Masuaku 378,West Ham,26,DEF,0,1,2,4,1,18,0,0,0,0,3
Christian Fuchs 163,Leicester,26,DEF,0,0,2,0,0,10,0,0,0,0,2
Edward Nketiah 13,Arsenal,25,FWD,2,0,3,0,1,9,0,0,0,0,1
Keinan Davis 34,Aston Villa,25,MID,0,1,1,0,0,7,0,0,0,0,0
Daniel Castelo Podence 619,Wolves,25,MID,1,1,3,0,0,0,0,0,0,0,2
Ashley Young 224,Man Utd,24,DEF,0,0,2,5,0,10,0,0,0,0,0
William Smallbone 584,Southampton,24,MID,0,2,3,0,0,4,0,0,0,0,1
Ondrej Duda 601,Norwich,24,MID,0,1,3,0,0,9,0,0,0,0,0
Cenk Tosun 146,Everton,24,FWD,2,0,2,0,0,6,0,0,0,0,1
Fabian Delph 205,Everton,24,DEF,0,0,2,3,1,24,0,0,0,0,2
Arnaut Danjuma Groeneveld 492,Bournemouth,24,MID,0,1,2,0,0,12,0,0,0,0,0
Florian Lejeune 257,Newcastle,24,DEF,2,0,1,0,0,10,0,0,0,0,1
Max Meyer 136,Crystal Palace,23,MID,0,0,1,1,0,11,0,0,0,0,0
Patrick Cutrone 487,Wolves,23,FWD,2,0,1,0,0,6,0,0,0,0,0
Grant Hanley 277,Norwich,23,DEF,0,0,2,4,0,25,1,0,0,0,1
Neil Taylor 24,Aston Villa,22,DEF,0,0,2,2,0,25,0,0,0,0,0
Jairo Riedewald 539,Crystal Palace,22,MID,0,0,0,0,0,9,0,0,0,0,0
Kevin Long 88,Burnley,21,DEF,0,0,2,0,0,5,0,0,0,0,0
Josh Brownhill 620,Burnley,21,MID,0,0,4,2,0,10,0,0,0,0,0
JosÃ© Holebas 353,Watford,21,DEF,0,1,2,5,0,28,0,0,0,0,0
David Brooks 76,Bournemouth,21,MID,1,0,1,1,0,12,0,0,0,0,1
Bernardo Fernandes da Silva Junior 39,Brighton,21,DEF,0,0,1,1,0,17,0,0,0,0,3
David Martin 553,West Ham,20,GK,0,0,2,1,0,6,0,0,0,15,2
Lukas Rupp 602,Norwich,19,MID,0,0,1,1,0,18,0,0,0,0,0
Nabil Bentaleb 612,Newcastle,19,MID,0,0,2,2,0,16,0,0,0,0,0
Valentino Lazaro 614,Newcastle,19,MID,1,0,0,0,1,13,0,0,0,0,0
Ben Osborn 472,Sheffield Utd,19,MID,0,0,2,0,0,4,0,0,0,0,0
Wes Morgan 165,Leicester,19,DEF,0,0,1,0,0,6,0,0,0,0,2
Emerson Palmieri dos Santos 107,Chelsea,19,DEF,0,0,1,3,0,21,0,0,0,0,0
Ibrahim Amadou 507,Norwich,18,MID,0,0,1,1,0,20,0,0,0,0,0
Roberto Jimenez Gago 450,West Ham,18,GK,0,0,0,0,0,17,1,0,0,36,1
Morgan Schneiderlin 158,Everton,18,MID,0,0,1,4,1,20,0,0,0,0,0
Yan Valery 306,Southampton,18,DEF,0,1,1,1,0,20,0,0,0,0,0
Dejan Lovren 186,Liverpool,18,DEF,0,1,0,1,0,11,0,0,0,0,0
Japhet Tanganga 583,Spurs,17,DEF,0,0,2,1,0,7,0,0,0,0,0
JosÃ© Ignacio Peleteiro Romallo 36,Aston Villa,17,MID,0,1,2,0,0,5,0,0,0,0,0
Anthony Gordon 561,Everton,17,FWD,0,1,0,0,0,6,0,0,0,0,1
Moritz Leitner 288,Norwich,16,MID,0,0,1,1,0,16,0,0,0,0,0
Simon Francis 62,Bournemouth,16,DEF,0,0,1,3,1,21,0,0,0,0,1
Rob Holding 10,Arsenal,16,DEF,0,0,1,1,0,9,0,0,0,0,2
Xherdan Shaqiri 194,Liverpool,15,MID,1,0,1,0,0,2,0,0,0,0,0
Luke Thomas 660,Leicester,15,DEF,0,1,1,0,0,4,0,0,0,0,3
Ãrjan Nyland 27,Aston Villa,15,GK,0,0,1,0,0,12,0,0,0,15,0
Aaron Lennon 430,Burnley,15,MID,0,0,0,4,0,15,0,0,0,0,0
Connor Wickham 130,Crystal Palace,15,FWD,1,1,0,0,0,2,0,0,0,0,2
Neco Williams 575,Liverpool,14,DEF,0,0,1,1,0,2,0,0,0,0,3
Leighton Baines 145,Everton,14,DEF,0,1,0,0,0,8,0,0,0,0,0
Jack Robinson 611,Sheffield Utd,14,DEF,0,0,1,0,0,11,0,0,0,0,2
Luke Freeman 441,Sheffield Utd,13,MID,0,0,1,2,0,5,0,0,0,0,0
Curtis Jones 569,Liverpool,13,MID,1,0,1,0,0,1,0,0,0,0,0
Dennis Srbeny 279,Norwich,13,FWD,1,0,0,0,0,2,0,0,0,0,1
Adam Idah 538,Norwich,13,FWD,0,0,0,0,0,9,0,0,0,0,0
Willy Caballero 112,Chelsea,13,GK,0,0,1,0,0,7,0,0,0,10,0
Alexis Mac Allister 627,Brighton,12,MID,0,0,0,0,0,6,0,0,0,0,0
Ruben Loftus-Cheek 115,Chelsea,12,MID,0,1,1,0,0,3,0,0,0,0,0
Henri Lansbury 35,Aston Villa,12,MID,0,0,0,0,0,6,0,0,0,0,0
Nampalys Mendy 179,Leicester,11,MID,0,0,1,0,0,3,0,0,0,0,0
JosÃ© Ãngel EsmorÃ­s Tasende 440,Man City,11,DEF,0,1,0,1,0,7,0,0,0,0,1
Lloyd Kelly 64,Bournemouth,11,DEF,0,0,1,2,0,15,0,0,0,0,0
Jarrad Branthwaite 637,Everton,11,DEF,0,0,1,0,0,6,0,0,0,0,2
Morgan Gibbs-White 416,Wolves,11,MID,0,1,0,0,0,2,0,0,0,0,0
Odion Ighalo 624,Man Utd,11,FWD,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino 590,Liverpool,11,MID,0,0,0,0,0,2,0,0,0,0,0
Michael McGovern 281,Norwich,11,GK,0,0,0,0,0,6,0,0,1,7,2
Mamadou Sakho 125,Crystal Palace,11,DEF,0,0,0,1,1,21,0,0,0,0,0
Claudio Bravo 213,Man City,11,GK,0,0,1,0,0,7,0,0,0,8,0
Pablo Zabaleta 379,West Ham,10,DEF,0,0,0,2,0,14,0,0,0,0,0
Maya Yoshida 310,Southampton,10,DEF,0,0,1,1,0,18,0,0,0,0,1
Nacho Monreal 6,Arsenal,10,DEF,0,0,1,0,0,4,0,0,0,0,1
Ezequiel Schelotto 546,Brighton,9,DEF,0,0,0,2,0,7,0,0,0,0,0
Yoshinori Muto 260,Newcastle,9,FWD,0,0,0,0,0,7,0,0,0,0,0
Javier HernÃ¡ndez BalcÃ¡zar 386,West Ham,9,FWD,1,0,0,0,0,4,0,0,0,0,2
Muhamed BeÅ¡iÄ 522,Sheffield Utd,9,MID,0,0,0,2,0,2,0,0,0,0,0
Eric Bailly 228,Man Utd,9,DEF,0,0,1,0,0,1,0,0,0,0,0
Timm Klose 272,Norwich,9,DEF,0,0,0,0,0,13,0,0,0,0,0
Ryan Sessegnon 524,Spurs,9,MID,0,0,0,0,0,5,0,0,0,0,0
Albian Ajeti 514,West Ham,9,FWD,0,0,0,0,0,3,0,0,0,0,0
Billy Gilmour 533,Chelsea,9,MID,0,0,1,0,0,3,0,0,0,0,0
Kevin Danso 532,Southampton,9,DEF,0,1,1,0,1,8,0,0,0,0,0
Jack Wilshere 394,West Ham,8,MID,0,0,0,0,0,5,0,0,0,0,0
Jeremy Ngakia 593,West Ham,8,DEF,0,0,0,0,0,8,0,0,0,0,0
Pablo MarÃ­ 617,Arsenal,8,DEF,0,0,1,0,0,0,0,0,0,0,1
Carlos SÃ¡nchez 397,West Ham,7,MID,0,0,0,0,0,2,0,0,0,0,0
Axel Tuanzebe 481,Man Utd,7,DEF,0,0,0,0,0,3,0,0,0,0,0
Timothy Fosu-Mensah 658,Man Utd,7,DEF,0,0,1,1,0,1,0,0,0,0,0
Wayne Hennessey 132,Crystal Palace,7,GK,0,0,0,0,0,8,0,0,0,16,0
Oliver Skipp 352,Spurs,7,MID,0,0,0,0,0,1,0,0,0,0,0
Gedson Carvalho Fernandes 605,Spurs,7,MID,0,0,0,0,0,1,0,0,0,0,0
Ignacio Pussetto 604,Watford,6,MID,0,0,0,1,0,3,0,0,0,0,0
Andrew Surman 80,Bournemouth,6,MID,0,0,0,1,0,6,0,0,0,0,0
Daniel Drinkwater 120,Aston Villa,6,MID,0,0,0,1,0,11,0,0,0,0,0
Ben Johnson 384,West Ham,6,DEF,0,0,0,0,0,3,0,0,0,0,0
Phil Jagielka 444,Sheffield Utd,6,DEF,0,0,0,0,0,6,0,0,0,0,0
Richairo Zivkovic 622,Sheffield Utd,5,FWD,0,0,0,0,0,4,0,0,0,0,0
Florin Andone 46,Brighton,5,FWD,1,0,0,0,1,2,0,0,0,0,1
Jonathan Kodjia 26,Aston Villa,5,FWD,0,0,0,1,0,6,0,0,0,0,0
Max Kilman 408,Wolves,5,DEF,0,0,0,0,0,2,0,0,0,0,0
Josh Martin 632,Norwich,5,MID,0,0,0,0,0,2,0,0,0,0,0
Isaac Success Ajayi 365,Watford,4,FWD,0,0,0,1,0,3,0,0,0,0,0
Sam Surridge 71,Bournemouth,4,FWD,0,0,0,0,0,2,0,0,0,0,0
Sung-yueng Ki 268,Newcastle,4,MID,0,0,0,0,0,6,0,0,0,0,0
Domingos Quina 375,Watford,4,MID,0,0,0,0,0,2,0,0,0,0,0
Emile Smith Rowe 576,Arsenal,4,MID,0,0,1,0,0,0,0,0,0,0,0
Henrikh Mkhitaryan 16,Arsenal,4,MID,0,0,1,1,0,0,0,0,0,0,0
Jean-Philippe Gbamin 497,Everton,4,MID,0,0,1,0,0,0,0,0,0,0,0
Tyrick Mitchell 579,Crystal Palace,4,DEF,0,0,0,1,0,4,0,0,0,0,0
Jack Simpson 66,Bournemouth,4,DEF,0,0,0,0,0,6,0,0,0,0,0
Indiana Vassilev 600,Aston Villa,4,MID,0,0,0,0,0,1,0,0,0,0,0
JosÃ© Diogo Dalot Teixeira 229,Man Utd,4,DEF,0,0,0,0,0,1,0,0,0,0,0
Juan Foyth 335,Spurs,3,DEF,0,0,0,1,0,3,0,0,0,0,0
Marcos Rojo 227,Man Utd,3,DEF,0,0,0,1,0,2,0,0,0,0,0
Patrick Roberts 435,Norwich,3,MID,0,0,0,0,0,2,0,0,0,0,0
JoÃ£o Pedro Junqueira de Jesus 592,Watford,3,FWD,0,0,0,0,0,1,0,0,0,0,0
Tahith Chong 249,Man Utd,3,MID,0,0,0,0,0,0,0,0,0,0,0
GaÃ«tan Bong 41,Brighton,3,DEF,0,0,0,0,0,3,0,0,0,0,0
Simon Moore 436,Sheffield Utd,3,GK,0,0,0,0,0,6,0,0,0,5,0
JÃ¼rgen Locadia 45,Brighton,3,FWD,0,0,1,0,0,1,0,0,0,0,0
Charlie Daniels 60,Bournemouth,3,DEF,0,0,0,0,0,2,0,0,0,0,0
Darren Randolph 606,West Ham,3,GK,0,0,0,0,0,5,0,0,0,6,0
Oumar Niasse 570,Everton,3,FWD,0,0,0,0,0,2,0,0,0,0,0
Jordon Ibe 78,Bournemouth,2,MID,0,0,0,0,0,1,0,0,0,0,0
Borja GonzÃ¡lez TomÃ¡s 623,Aston Villa,2,FWD,0,0,0,0,0,2,0,0,0,0,0
George Hirst 661,Leicester,2,FWD,0,0,0,0,0,1,0,0,0,0,0
Kieron Freeman 292,Sheffield Utd,2,DEF,0,0,0,0,0,0,0,0,0,0,0
Phil Jones 231,Man Utd,2,DEF,0,0,0,0,0,3,0,0,0,0,0
Brandon Pierrick 580,Crystal Palace,2,MID,0,0,0,0,0,0,0,0,0,0,0
Leon Clarke 547,Sheffield Utd,2,FWD,0,0,0,0,0,2,0,0,0,0,0
Harvey Elliott 550,Liverpool,2,MID,0,0,0,0,0,0,0,0,0,0,0
Nathan Holland 568,West Ham,2,MID,0,0,0,0,0,1,0,0,0,0,0
Troy Parrott 509,Spurs,2,FWD,0,0,0,0,0,0,0,0,0,0,0
Jake Vokins 645,Southampton,2,DEF,0,0,0,0,0,1,0,0,0,0,0
Angel Gomes 245,Man Utd,2,MID,0,0,0,0,0,1,0,0,0,0,0
Nathan Tella 633,Southampton,1,MID,0,0,0,0,0,0,0,0,0,0,0
Ravel Morrison 456,Sheffield Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0
Jed Steer 429,Aston Villa,1,GK,0,0,0,0,0,0,0,0,0,0,0
Georges-KÃ©vin Nkoudou 527,Spurs,1,MID,0,0,0,0,0,0,0,0,0,0,0
JesÃºs Vallejo LÃ¡zaro 473,Wolves,1,DEF,0,0,0,1,0,6,0,0,0,0,0
Bruno AndrÃ© Cavaco Jordao 609,Wolves,1,MID,0,0,0,0,0,0,0,0,0,0,0
Tommy Doyle 644,Man City,1,MID,0,0,0,0,0,0,0,0,0,0,0
Ralf Fahrmann 449,Norwich,1,GK,0,0,0,0,0,1,0,0,0,1,0
Faustino Anjorin 630,Chelsea,1,MID,0,0,0,0,0,0,0,0,0,0,0
James Garner 250,Man Utd,1,MID,0,0,0,0,0,1,0,0,0,0,0
Akin Famewo 552,Norwich,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Matty James 177,Leicester,1,MID,0,0,0,0,0,0,0,0,0,0,0
Sebastian PrÃ¶dl 361,Watford,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Dimitri Foulquier 542,Watford,1,DEF,0,0,0,0,0,6,0,0,0,0,0
Leroy SanÃ© 216,Man City,1,MID,0,0,0,0,0,0,0,0,0,0,0
Jordan Thomas 650,Norwich,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Max Thompson 640,Burnley,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Armando Broja 631,Chelsea,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Kelland Watts 599,Newcastle,1,DEF,0,0,0,0,0,1,0,0,0,0,0
Mark Travers 74,Bournemouth,1,GK,0,0,0,0,0,3,0,0,0,2,0
VÃ­ctor Camarasa 510,Crystal Palace,1,MID,0,0,0,0,0,0,0,0,0,0,0
Jack Rodwell 591,Sheffield Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0
Victor Wanyama 348,Spurs,1,MID,0,0,0,1,0,2,0,0,0,0,0
Bernardo Costa Da Rosa 595,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alfie Whiteman 543,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0
Taylor Perry 560,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Sergio Romero 236,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0
Winston Reid 383,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Anthony Driscoll-Glennon 572,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Charlie Austin 312,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Ademola Lookman 155,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Chris Smalling 223,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Christian Saydee 564,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0
Addji Keaninkin Marc-Israel Guehi 545,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Vincent Janssen 339,Spurs,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Carl Jenkinson 9,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Bailey Peacock-Farrell 495,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0
Cole Palmer 643,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0
Adalberto PeÃ±aranda 648,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Scott Carson 562,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0
Conor Coventry 664,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Sam Woods 578,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Abd-Al-Ali Morakinyo Olaposi Koiki 596,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Tudor Baluta 536,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Ben Gibson 89,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Sam Gallagher 316,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Zech Medley 636,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Daniel Adshead 669,Norwich,0,MID,0,0,0,0,0,0,0,0,0,0,0
Daniel Amartey 178,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0
Taylor Harwood-Bellis 642,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Alex Cochrane 666,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Ayotomiwa Dele-Bashiru 563,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0
Brandon Austin 558,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0
Andy King 480,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0
Andy Lonergan 530,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0
Alexandre Jankewitz 649,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Will Ferry 654,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Bernard Ashley-Seal 559,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Steven Defour 99,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0
Tyreke Johnson 326,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Tyreece John-Jules 585,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Birkir Bjarnason 33,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0
Bobby Thomas 639,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Asmir Begovic 72,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0
Stephen Henderson 556,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0
Wesley Hoedt 485,Southampton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Beni Baningime 557,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Artur Boruc 73,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0
Alfie Lewis 651,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alexandre Nascimento Costa Silva 387,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Thomas Allan 598,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0
Archie Mair 551,Norwich,0,GK,0,0,0,0,0,0,0,0,0,0,0
Anthony Knockaert 52,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Andre Green 32,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0
Will Norris 413,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0
Beram Kayal 56,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Simon Mignolet 190,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0
Callum Slattery 327,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Caoimhin Kelleher 531,Liverpool,0,GK,0,0,0,0,0,0,0,0,0,0,0
Alexis SÃ¡nchez 240,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0
Lovre Kalinic 474,Aston Villa,0,GK,0,0,0,0,0,0,0,0,0,0,0
Ryan Giles 607,Wolves,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Matthew Smith 647,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Kaine Hayden 659,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0
JoÃ£o Manuel Neves VirgÃ­nia 629,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0
JosÃ© Heriberto Izquierdo Mena 51,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0
Matt Macey 646,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0
Matteo Darmian 230,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Josh Benson 653,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0
Matthew Clarke 43,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Joseph Anang 582,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0
Jose Luis Mato SanmartÃ­n 261,Newcastle,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Jonas LÃ¶ssl 479,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0
James Daly 581,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0
John Ruddy 412,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0
John-Kymani Gordon 668,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Joel Mumbongo 665,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Michael Verrips 521,Sheffield Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0
Joe Hart 95,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0
Michel Vorm 555,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0
Jimmy Dunne 638,Burnley,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Mihai-Alexandru Dobre 574,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0
Mohamed Elneny 20,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0
Karl Darlow 263,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0
Kayne Ramsay 311,Southampton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Ken Sema 372,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0
Marko Arnautovic 385,West Ham,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Liam Gibson 610,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Lewis Gibson 477,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Lukas Jensen 641,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0
Lewis Bate 657,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0
Luke Amos 351,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0
Luke Cundle 567,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0
Luke Dreher 140,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0
Leonardo Campana 652,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Leon Balogun 40,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Maarten Stekelenburg 149,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0
Mace Goodridge 571,Burnley,0,MID,0,0,0,0,0,0,0,0,0,0,0
Lee Grant 237,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0
Laurent Koscielny 7,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0
