name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points
Oriol Romeu Vidal 328,All Teams,51,MID,0,0,5,5,0,38,0,0,0,0,1
Jeffrey Schlupp 137,All Teams,51,MID,3,1,4,2,0,16,0,0,0,0,4
Brandon Williams 549,All Teams,51,DEF,1,1,5,6,0,11,0,0,0,0,3
Paul Pogba 238,All Teams,51,MID,1,4,6,1,0,9,0,1,0,0,2
Jannik Vestergaard 304,All Teams,51,DEF,1,0,4,3,0,26,0,0,0,0,6
Scott Dann 127,All Teams,51,DEF,0,1,5,0,0,14,0,0,0,0,3
Frederico Rodrigues de Paula Santos 244,All Teams,50,MID,0,0,6,8,0,26,0,0,0,0,0
Manuel Lanzini 391,All Teams,50,MID,0,3,2,1,0,30,0,0,0,0,3
James Milner 200,All Teams,49,MID,2,2,4,4,0,9,0,0,0,0,3
Oleksandr Zinchenko 206,All Teams,49,DEF,0,0,6,0,1,15,0,0,0,0,1
Ciaran Clark 259,All Teams,49,DEF,2,0,4,3,0,14,0,0,0,0,2
Adam Smith 63,All Teams,49,DEF,0,1,4,7,0,40,0,0,0,0,3
Matteo Guendouzi 21,All Teams,48,MID,0,2,3,6,0,31,0,0,0,0,2
Fikayo Tomori 529,All Teams,48,DEF,1,0,4,3,0,18,0,0,0,0,7
James Tomkins 124,All Teams,48,DEF,1,1,3,5,0,23,0,0,0,0,4
Andros Townsend 135,All Teams,48,MID,1,1,3,0,0,23,0,0,0,0,0
Matthew Lowton 85,All Teams,48,DEF,0,1,6,2,0,31,0,0,0,0,1
Christian Eriksen 343,All Teams,48,MID,2,2,1,5,0,18,0,0,0,0,6
Jamal Lewis 276,All Teams,48,DEF,1,0,3,4,0,56,0,0,0,0,3
Danny Rose 332,All Teams,47,DEF,0,0,5,7,0,28,0,0,0,0,0
Lucas Torreira 19,All Teams,46,MID,1,1,3,7,0,23,0,0,0,0,0
Tanguy Ndombele 442,All Teams,45,MID,2,2,1,3,0,17,0,0,0,0,2
JoÃ£o Pedro Cavaco Cancelo 518,All Teams,45,DEF,0,0,5,4,0,11,0,0,0,0,3
Michael Obafemi 314,All Teams,45,FWD,3,2,3,1,0,12,0,0,0,0,2
Sean Longstaff 270,All Teams,44,MID,1,2,2,2,1,26,0,0,0,0,0
Shane Duffy 37,All Teams,44,DEF,1,0,3,2,0,18,0,0,0,0,1
Jarrod Bowen 626,All Teams,44,MID,1,4,1,0,0,13,0,0,0,0,3
Paul Dummett 255,All Teams,44,DEF,0,0,5,2,0,20,1,0,0,0,4
HÃ©ctor BellerÃ­n 2,All Teams,44,DEF,1,0,4,2,0,18,0,0,0,0,4
Demarai Gray 175,All Teams,44,MID,2,4,1,1,0,6,0,1,0,0,0
Shkodran Mustafi 1,All Teams,43,DEF,0,2,4,2,0,17,0,0,0,0,2
Steven Bergwijn 615,All Teams,43,MID,3,1,2,2,0,9,0,0,0,0,5
Marvelous Nakamba 491,All Teams,43,MID,0,0,1,5,0,37,0,0,0,0,0
Bjorn Engels 455,All Teams,42,DEF,1,0,3,1,0,32,0,0,0,0,4
Christian Benteke 129,All Teams,42,FWD,2,1,5,4,1,18,0,0,0,0,1
Junior Stanislas 77,All Teams,42,MID,3,1,1,1,0,17,0,0,0,0,2
Calum Chambers 467,All Teams,42,DEF,1,1,3,5,0,15,0,0,0,0,5
Kieran Tierney 515,All Teams,42,DEF,1,2,2,2,0,16,0,0,0,0,4
Joseph Willock 490,All Teams,41,MID,1,1,1,2,0,16,0,0,0,0,0
JosÃ© Reina 603,All Teams,41,GK,0,0,2,1,0,20,0,0,1,33,4
Ben Davies 329,All Teams,41,DEF,0,0,4,6,0,19,0,0,0,0,2
James McCarthy 157,All Teams,41,MID,0,0,2,9,0,29,0,0,0,0,0
Ainsley Maitland-Niles 4,All Teams,41,DEF,0,2,3,4,1,22,0,0,0,0,3
Tomas Soucek 616,All Teams,41,MID,3,0,1,0,0,18,1,0,0,0,3
FabiÃ¡n Balbuena 382,All Teams,40,DEF,1,0,3,2,0,24,0,0,0,0,3
Sander Berge 621,All Teams,40,MID,1,1,4,0,0,11,0,0,0,0,3
Moussa Djenepo 438,All Teams,40,MID,2,2,2,4,1,14,0,0,0,0,3
Lewis Cook 79,All Teams,40,MID,0,1,2,5,0,30,0,0,0,0,0
Ahmed El Mohamady 22,All Teams,39,DEF,1,1,2,1,0,28,0,0,0,0,7
Gabriel Teodoro Martinelli Silva 504,All Teams,39,FWD,3,1,2,1,0,9,0,0,0,0,5
Andre Gray 364,All Teams,39,FWD,2,1,0,1,0,17,0,0,0,0,2
Danny Welbeck 512,All Teams,39,FWD,2,1,1,0,0,15,0,0,0,0,3
AndrÃ© Filipe Tavares Gomes 422,All Teams,39,MID,0,1,5,6,0,20,0,0,0,0,3
Jack Stacey 446,All Teams,39,DEF,0,2,1,2,0,27,0,0,0,0,4
Yves Bissouma 53,All Teams,39,MID,1,0,4,4,0,18,0,0,0,0,0
Matej Vydra 92,All Teams,39,FWD,2,1,5,0,0,7,0,0,0,0,3
Joel Matip 185,All Teams,39,DEF,1,0,3,0,0,5,0,0,0,0,4
Ben Godfrey 273,All Teams,38,DEF,0,0,3,3,1,62,1,0,0,0,0
Juan Mata 242,All Teams,38,MID,0,2,4,1,0,8,0,0,0,0,2
Eric Garcia 544,All Teams,38,DEF,0,0,5,1,0,7,0,0,0,0,0
Solomon March 55,All Teams,38,MID,0,1,4,2,0,15,0,0,0,0,3
Marc Albrighton 174,All Teams,38,MID,0,3,3,2,0,11,0,0,0,0,1
Emil Krafth 519,All Teams,37,DEF,0,1,3,0,0,23,0,0,0,0,2
Christian Atsu 267,All Teams,37,MID,0,3,3,2,0,15,0,0,0,0,0
Glenn Murray 44,All Teams,36,FWD,1,1,2,0,0,10,0,0,0,0,0
Nathaniel Chalobah 374,All Teams,36,MID,0,1,2,1,0,14,0,0,0,0,2
Eric Dier 350,All Teams,36,MID,0,2,3,5,0,23,0,0,0,0,0
Daryl Janmaat 359,All Teams,36,DEF,0,1,4,1,0,5,1,0,0,0,7
James Justin 433,All Teams,35,DEF,0,1,4,1,0,14,1,0,0,0,0
Christoph Zimmermann 275,All Teams,35,DEF,0,1,3,3,0,27,0,0,0,0,1
Hamza Choudhury 180,All Teams,35,MID,1,1,3,2,1,12,0,0,0,0,0
Kortney Hause 25,All Teams,34,DEF,1,0,2,3,0,34,0,0,0,0,0
John Stones 207,All Teams,34,DEF,0,0,3,0,0,16,0,0,0,0,0
Andreas Christensen 108,All Teams,34,DEF,0,0,3,5,0,33,0,0,0,0,0
Sofiane Boufal 508,All Teams,34,MID,0,3,1,2,0,17,0,0,0,0,0
Andy Carroll 520,All Teams,34,FWD,0,4,2,1,0,10,0,0,0,0,0
Callum Robinson 453,All Teams,33,MID,1,2,2,1,0,6,0,0,0,0,1
Emiliano MartÃ­nez 427,All Teams,33,GK,0,0,3,2,0,9,0,0,0,34,1
Tom Cleverley 371,All Teams,33,MID,1,0,1,2,0,26,0,0,0,0,2
Steven Alzate 537,All Teams,33,MID,0,0,3,1,0,18,0,0,0,0,0
Marco Stiepermann 285,All Teams,32,MID,0,0,1,6,0,32,0,0,0,0,0
Sam Byram 454,All Teams,32,DEF,0,0,3,4,0,23,0,0,0,0,2
Jesse Lingard 241,All Teams,32,MID,1,0,1,3,0,14,0,0,0,0,0
Kyle Walker-Peters 337,All Teams,32,DEF,0,1,2,1,0,12,0,0,0,0,2
Pedro RodrÃ­guez Ledesma 114,All Teams,32,MID,1,2,2,1,0,12,0,0,0,0,1
Ryan Bennett 404,All Teams,32,DEF,0,0,3,2,0,17,0,0,0,0,2
Robbie Brady 98,All Teams,32,MID,1,2,1,1,0,10,0,0,0,0,0
RÃºben GonÃ§alo Silva Nascimento Vinagre 406,All Teams,32,DEF,0,0,3,1,0,6,0,0,0,0,1
Johann Berg Gudmundsson 96,All Teams,30,MID,1,1,3,0,0,7,0,0,0,0,1
Reiss Nelson 489,All Teams,30,MID,1,1,2,1,0,7,0,0,0,0,0
Mario Vrancic 282,All Teams,29,MID,1,0,0,3,0,19,0,0,0,0,1
Mbwana Samatta 613,All Teams,29,FWD,1,0,4,1,0,18,0,0,0,0,2
Angus Gunn 319,All Teams,29,GK,0,0,2,0,0,25,0,0,0,30,3
Michy Batshuayi 461,All Teams,28,FWD,1,2,0,0,0,8,0,0,0,0,1
Tom Trybull 290,All Teams,28,MID,0,0,2,2,0,25,0,0,0,0,0
Alireza Jahanbakhsh 50,All Teams,28,MID,2,1,1,0,0,4,0,0,0,0,2
Matthew Longstaff 540,All Teams,27,MID,2,0,1,1,0,11,0,0,0,0,2
Adam Lallana 195,All Teams,27,MID,1,1,1,1,0,5,0,0,0,0,1
Chris Mepham 61,All Teams,27,DEF,1,0,1,1,0,19,0,0,0,0,2
AdriÃ¡n San Miguel del Castillo 526,All Teams,27,GK,0,0,2,1,0,10,0,0,0,18,0
Adrian Mariappa 356,All Teams,26,DEF,0,0,3,4,1,33,1,0,0,0,1
DeAndre Yedlin 253,All Teams,26,DEF,1,0,1,3,0,18,0,0,0,0,0
Josip Drmic 434,All Teams,26,FWD,1,0,0,0,1,13,0,0,0,0,0
Tariq Lamptey 586,All Teams,26,DEF,0,1,3,2,0,8,0,0,0,0,0
Arthur Masuaku 378,All Teams,26,DEF,0,1,2,4,1,18,0,0,0,0,3
Christian Fuchs 163,All Teams,26,DEF,0,0,2,0,0,10,0,0,0,0,2
Edward Nketiah 13,All Teams,25,FWD,2,0,3,0,1,9,0,0,0,0,1
Keinan Davis 34,All Teams,25,MID,0,1,1,0,0,7,0,0,0,0,0
Daniel Castelo Podence 619,All Teams,25,MID,1,1,3,0,0,0,0,0,0,0,2
Ashley Young 224,All Teams,24,DEF,0,0,2,5,0,10,0,0,0,0,0
William Smallbone 584,All Teams,24,MID,0,2,3,0,0,4,0,0,0,0,1
Ondrej Duda 601,All Teams,24,MID,0,1,3,0,0,9,0,0,0,0,0
Cenk Tosun 146,All Teams,24,FWD,2,0,2,0,0,6,0,0,0,0,1
Fabian Delph 205,All Teams,24,DEF,0,0,2,3,1,24,0,0,0,0,2
Arnaut Danjuma Groeneveld 492,All Teams,24,MID,0,1,2,0,0,12,0,0,0,0,0
Florian Lejeune 257,All Teams,24,DEF,2,0,1,0,0,10,0,0,0,0,1
Max Meyer 136,All Teams,23,MID,0,0,1,1,0,11,0,0,0,0,0
Patrick Cutrone 487,All Teams,23,FWD,2,0,1,0,0,6,0,0,0,0,0
Grant Hanley 277,All Teams,23,DEF,0,0,2,4,0,25,1,0,0,0,1
Neil Taylor 24,All Teams,22,DEF,0,0,2,2,0,25,0,0,0,0,0
Jairo Riedewald 539,All Teams,22,MID,0,0,0,0,0,9,0,0,0,0,0
Kevin Long 88,All Teams,21,DEF,0,0,2,0,0,5,0,0,0,0,0
Josh Brownhill 620,All Teams,21,MID,0,0,4,2,0,10,0,0,0,0,0
JosÃ© Holebas 353,All Teams,21,DEF,0,1,2,5,0,28,0,0,0,0,0
David Brooks 76,All Teams,21,MID,1,0,1,1,0,12,0,0,0,0,1
Bernardo Fernandes da Silva Junior 39,All Teams,21,DEF,0,0,1,1,0,17,0,0,0,0,3
David Martin 553,All Teams,20,GK,0,0,2,1,0,6,0,0,0,15,2
Lukas Rupp 602,All Teams,19,MID,0,0,1,1,0,18,0,0,0,0,0
Nabil Bentaleb 612,All Teams,19,MID,0,0,2,2,0,16,0,0,0,0,0
Valentino Lazaro 614,All Teams,19,MID,1,0,0,0,1,13,0,0,0,0,0
Ben Osborn 472,All Teams,19,MID,0,0,2,0,0,4,0,0,0,0,0
Wes Morgan 165,All Teams,19,DEF,0,0,1,0,0,6,0,0,0,0,2
Emerson Palmieri dos Santos 107,All Teams,19,DEF,0,0,1,3,0,21,0,0,0,0,0
Ibrahim Amadou 507,All Teams,18,MID,0,0,1,1,0,20,0,0,0,0,0
Roberto Jimenez Gago 450,All Teams,18,GK,0,0,0,0,0,17,1,0,0,36,1
Morgan Schneiderlin 158,All Teams,18,MID,0,0,1,4,1,20,0,0,0,0,0
Yan Valery 306,All Teams,18,DEF,0,1,1,1,0,20,0,0,0,0,0
Dejan Lovren 186,All Teams,18,DEF,0,1,0,1,0,11,0,0,0,0,0
Japhet Tanganga 583,All Teams,17,DEF,0,0,2,1,0,7,0,0,0,0,0
JosÃ© Ignacio Peleteiro Romallo 36,All Teams,17,MID,0,1,2,0,0,5,0,0,0,0,0
Anthony Gordon 561,All Teams,17,FWD,0,1,0,0,0,6,0,0,0,0,1
Moritz Leitner 288,All Teams,16,MID,0,0,1,1,0,16,0,0,0,0,0
Simon Francis 62,All Teams,16,DEF,0,0,1,3,1,21,0,0,0,0,1
Rob Holding 10,All Teams,16,DEF,0,0,1,1,0,9,0,0,0,0,2
Xherdan Shaqiri 194,All Teams,15,MID,1,0,1,0,0,2,0,0,0,0,0
Luke Thomas 660,All Teams,15,DEF,0,1,1,0,0,4,0,0,0,0,3
Ãrjan Nyland 27,All Teams,15,GK,0,0,1,0,0,12,0,0,0,15,0
Aaron Lennon 430,All Teams,15,MID,0,0,0,4,0,15,0,0,0,0,0
Connor Wickham 130,All Teams,15,FWD,1,1,0,0,0,2,0,0,0,0,2
Neco Williams 575,All Teams,14,DEF,0,0,1,1,0,2,0,0,0,0,3
Leighton Baines 145,All Teams,14,DEF,0,1,0,0,0,8,0,0,0,0,0
Jack Robinson 611,All Teams,14,DEF,0,0,1,0,0,11,0,0,0,0,2
Luke Freeman 441,All Teams,13,MID,0,0,1,2,0,5,0,0,0,0,0
Curtis Jones 569,All Teams,13,MID,1,0,1,0,0,1,0,0,0,0,0
Dennis Srbeny 279,All Teams,13,FWD,1,0,0,0,0,2,0,0,0,0,1
Adam Idah 538,All Teams,13,FWD,0,0,0,0,0,9,0,0,0,0,0
Willy Caballero 112,All Teams,13,GK,0,0,1,0,0,7,0,0,0,10,0
Alexis Mac Allister 627,All Teams,12,MID,0,0,0,0,0,6,0,0,0,0,0
Ruben Loftus-Cheek 115,All Teams,12,MID,0,1,1,0,0,3,0,0,0,0,0
Henri Lansbury 35,All Teams,12,MID,0,0,0,0,0,6,0,0,0,0,0
Nampalys Mendy 179,All Teams,11,MID,0,0,1,0,0,3,0,0,0,0,0
JosÃ© Ãngel EsmorÃ­s Tasende 440,All Teams,11,DEF,0,1,0,1,0,7,0,0,0,0,1
Lloyd Kelly 64,All Teams,11,DEF,0,0,1,2,0,15,0,0,0,0,0
Jarrad Branthwaite 637,All Teams,11,DEF,0,0,1,0,0,6,0,0,0,0,2
Morgan Gibbs-White 416,All Teams,11,MID,0,1,0,0,0,2,0,0,0,0,0
Odion Ighalo 624,All Teams,11,FWD,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino 590,All Teams,11,MID,0,0,0,0,0,2,0,0,0,0,0
Michael McGovern 281,All Teams,11,GK,0,0,0,0,0,6,0,0,1,7,2
Mamadou Sakho 125,All Teams,11,DEF,0,0,0,1,1,21,0,0,0,0,0
Claudio Bravo 213,All Teams,11,GK,0,0,1,0,0,7,0,0,0,8,0
Pablo Zabaleta 379,All Teams,10,DEF,0,0,0,2,0,14,0,0,0,0,0
Maya Yoshida 310,All Teams,10,DEF,0,0,1,1,0,18,0,0,0,0,1
Nacho Monreal 6,All Teams,10,DEF,0,0,1,0,0,4,0,0,0,0,1
Ezequiel Schelotto 546,All Teams,9,DEF,0,0,0,2,0,7,0,0,0,0,0
Yoshinori Muto 260,All Teams,9,FWD,0,0,0,0,0,7,0,0,0,0,0
Javier HernÃ¡ndez BalcÃ¡zar 386,All Teams,9,FWD,1,0,0,0,0,4,0,0,0,0,2
Muhamed BeÅ¡iÄ 522,All Teams,9,MID,0,0,0,2,0,2,0,0,0,0,0
Eric Bailly 228,All Teams,9,DEF,0,0,1,0,0,1,0,0,0,0,0
Timm Klose 272,All Teams,9,DEF,0,0,0,0,0,13,0,0,0,0,0
Ryan Sessegnon 524,All Teams,9,MID,0,0,0,0,0,5,0,0,0,0,0
Albian Ajeti 514,All Teams,9,FWD,0,0,0,0,0,3,0,0,0,0,0
Billy Gilmour 533,All Teams,9,MID,0,0,1,0,0,3,0,0,0,0,0
Kevin Danso 532,All Teams,9,DEF,0,1,1,0,1,8,0,0,0,0,0
Jack Wilshere 394,All Teams,8,MID,0,0,0,0,0,5,0,0,0,0,0
Jeremy Ngakia 593,All Teams,8,DEF,0,0,0,0,0,8,0,0,0,0,0
Pablo MarÃ­ 617,All Teams,8,DEF,0,0,1,0,0,0,0,0,0,0,1
Carlos SÃ¡nchez 397,All Teams,7,MID,0,0,0,0,0,2,0,0,0,0,0
Axel Tuanzebe 481,All Teams,7,DEF,0,0,0,0,0,3,0,0,0,0,0
Timothy Fosu-Mensah 658,All Teams,7,DEF,0,0,1,1,0,1,0,0,0,0,0
Wayne Hennessey 132,All Teams,7,GK,0,0,0,0,0,8,0,0,0,16,0
Oliver Skipp 352,All Teams,7,MID,0,0,0,0,0,1,0,0,0,0,0
Gedson Carvalho Fernandes 605,All Teams,7,MID,0,0,0,0,0,1,0,0,0,0,0
Ignacio Pussetto 604,All Teams,6,MID,0,0,0,1,0,3,0,0,0,0,0
Andrew Surman 80,All Teams,6,MID,0,0,0,1,0,6,0,0,0,0,0
Daniel Drinkwater 120,All Teams,6,MID,0,0,0,1,0,11,0,0,0,0,0
Ben Johnson 384,All Teams,6,DEF,0,0,0,0,0,3,0,0,0,0,0
Phil Jagielka 444,All Teams,6,DEF,0,0,0,0,0,6,0,0,0,0,0
Richairo Zivkovic 622,All Teams,5,FWD,0,0,0,0,0,4,0,0,0,0,0
Florin Andone 46,All Teams,5,FWD,1,0,0,0,1,2,0,0,0,0,1
Jonathan Kodjia 26,All Teams,5,FWD,0,0,0,1,0,6,0,0,0,0,0
Max Kilman 408,All Teams,5,DEF,0,0,0,0,0,2,0,0,0,0,0
Josh Martin 632,All Teams,5,MID,0,0,0,0,0,2,0,0,0,0,0
Isaac Success Ajayi 365,All Teams,4,FWD,0,0,0,1,0,3,0,0,0,0,0
Sam Surridge 71,All Teams,4,FWD,0,0,0,0,0,2,0,0,0,0,0
Sung-yueng Ki 268,All Teams,4,MID,0,0,0,0,0,6,0,0,0,0,0
Domingos Quina 375,All Teams,4,MID,0,0,0,0,0,2,0,0,0,0,0
Emile Smith Rowe 576,All Teams,4,MID,0,0,1,0,0,0,0,0,0,0,0
Henrikh Mkhitaryan 16,All Teams,4,MID,0,0,1,1,0,0,0,0,0,0,0
Jean-Philippe Gbamin 497,All Teams,4,MID,0,0,1,0,0,0,0,0,0,0,0
Tyrick Mitchell 579,All Teams,4,DEF,0,0,0,1,0,4,0,0,0,0,0
Jack Simpson 66,All Teams,4,DEF,0,0,0,0,0,6,0,0,0,0,0
Indiana Vassilev 600,All Teams,4,MID,0,0,0,0,0,1,0,0,0,0,0
JosÃ© Diogo Dalot Teixeira 229,All Teams,4,DEF,0,0,0,0,0,1,0,0,0,0,0
Juan Foyth 335,All Teams,3,DEF,0,0,0,1,0,3,0,0,0,0,0
Marcos Rojo 227,All Teams,3,DEF,0,0,0,1,0,2,0,0,0,0,0
Patrick Roberts 435,All Teams,3,MID,0,0,0,0,0,2,0,0,0,0,0
JoÃ£o Pedro Junqueira de Jesus 592,All Teams,3,FWD,0,0,0,0,0,1,0,0,0,0,0
Tahith Chong 249,All Teams,3,MID,0,0,0,0,0,0,0,0,0,0,0
GaÃ«tan Bong 41,All Teams,3,DEF,0,0,0,0,0,3,0,0,0,0,0
Simon Moore 436,All Teams,3,GK,0,0,0,0,0,6,0,0,0,5,0
JÃ¼rgen Locadia 45,All Teams,3,FWD,0,0,1,0,0,1,0,0,0,0,0
Charlie Daniels 60,All Teams,3,DEF,0,0,0,0,0,2,0,0,0,0,0
Darren Randolph 606,All Teams,3,GK,0,0,0,0,0,5,0,0,0,6,0
Oumar Niasse 570,All Teams,3,FWD,0,0,0,0,0,2,0,0,0,0,0
Jordon Ibe 78,All Teams,2,MID,0,0,0,0,0,1,0,0,0,0,0
Borja GonzÃ¡lez TomÃ¡s 623,All Teams,2,FWD,0,0,0,0,0,2,0,0,0,0,0
George Hirst 661,All Teams,2,FWD,0,0,0,0,0,1,0,0,0,0,0
Kieron Freeman 292,All Teams,2,DEF,0,0,0,0,0,0,0,0,0,0,0
Phil Jones 231,All Teams,2,DEF,0,0,0,0,0,3,0,0,0,0,0
Brandon Pierrick 580,All Teams,2,MID,0,0,0,0,0,0,0,0,0,0,0
Leon Clarke 547,All Teams,2,FWD,0,0,0,0,0,2,0,0,0,0,0
Harvey Elliott 550,All Teams,2,MID,0,0,0,0,0,0,0,0,0,0,0
Nathan Holland 568,All Teams,2,MID,0,0,0,0,0,1,0,0,0,0,0
Troy Parrott 509,All Teams,2,FWD,0,0,0,0,0,0,0,0,0,0,0
Jake Vokins 645,All Teams,2,DEF,0,0,0,0,0,1,0,0,0,0,0
Angel Gomes 245,All Teams,2,MID,0,0,0,0,0,1,0,0,0,0,0
Nathan Tella 633,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Ravel Morrison 456,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Jed Steer 429,All Teams,1,GK,0,0,0,0,0,0,0,0,0,0,0
Georges-KÃ©vin Nkoudou 527,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
JesÃºs Vallejo LÃ¡zaro 473,All Teams,1,DEF,0,0,0,1,0,6,0,0,0,0,0
Bruno AndrÃ© Cavaco Jordao 609,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Tommy Doyle 644,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Ralf Fahrmann 449,All Teams,1,GK,0,0,0,0,0,1,0,0,0,1,0
Faustino Anjorin 630,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
James Garner 250,All Teams,1,MID,0,0,0,0,0,1,0,0,0,0,0
Akin Famewo 552,All Teams,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Matty James 177,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Sebastian PrÃ¶dl 361,All Teams,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Dimitri Foulquier 542,All Teams,1,DEF,0,0,0,0,0,6,0,0,0,0,0
Leroy SanÃ© 216,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Jordan Thomas 650,All Teams,1,DEF,0,0,0,0,0,0,0,0,0,0,0
Max Thompson 640,All Teams,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Armando Broja 631,All Teams,1,FWD,0,0,0,0,0,0,0,0,0,0,0
Kelland Watts 599,All Teams,1,DEF,0,0,0,0,0,1,0,0,0,0,0
Mark Travers 74,All Teams,1,GK,0,0,0,0,0,3,0,0,0,2,0
VÃ­ctor Camarasa 510,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Jack Rodwell 591,All Teams,1,MID,0,0,0,0,0,0,0,0,0,0,0
Victor Wanyama 348,All Teams,1,MID,0,0,0,1,0,2,0,0,0,0,0
Bernardo Costa Da Rosa 595,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alfie Whiteman 543,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Taylor Perry 560,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Sergio Romero 236,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Winston Reid 383,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Anthony Driscoll-Glennon 572,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Charlie Austin 312,All Teams,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Ademola Lookman 155,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Chris Smalling 223,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Christian Saydee 564,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Addji Keaninkin Marc-Israel Guehi 545,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Vincent Janssen 339,All Teams,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Carl Jenkinson 9,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Bailey Peacock-Farrell 495,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Cole Palmer 643,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Adalberto PeÃ±aranda 648,All Teams,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Scott Carson 562,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Conor Coventry 664,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Sam Woods 578,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Abd-Al-Ali Morakinyo Olaposi Koiki 596,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Tudor Baluta 536,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Ben Gibson 89,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Sam Gallagher 316,All Teams,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Zech Medley 636,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Daniel Adshead 669,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Daniel Amartey 178,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Taylor Harwood-Bellis 642,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Alex Cochrane 666,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Ayotomiwa Dele-Bashiru 563,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Brandon Austin 558,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Andy King 480,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Andy Lonergan 530,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Alexandre Jankewitz 649,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Will Ferry 654,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Bernard Ashley-Seal 559,All Teams,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Steven Defour 99,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Tyreke Johnson 326,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Tyreece John-Jules 585,All Teams,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Birkir Bjarnason 33,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Bobby Thomas 639,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Asmir Begovic 72,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Stephen Henderson 556,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Wesley Hoedt 485,All Teams,0,DEF,0,0,0,0,0,0,0,0,0,0,0
Beni Baningime 557,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Artur Boruc 73,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Alfie Lewis 651,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Alexandre Nascimento Costa Silva 387,All Teams,0,FWD,0,0,0,0,0,0,0,0,0,0,0
Thomas Allan 598,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Archie Mair 551,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Anthony Knockaert 52,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Andre Green 32,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
Will Norris 413,All Teams,0,GK,0,0,0,0,0,0,0,0,0,0,0
Beram Kayal 56,All Teams,0,MID,0,0,0,0,0,0,0,0,0,0,0
